date,temp,humidity
13-04-2022 20:18:12,16.5,97.0
13-04-2022 20:18:43,16.5,97.0
13-04-2022 20:19:13,16.5,97.0
13-04-2022 20:19:44,16.5,97.0
13-04-2022 20:20:14,16.5,97.0
13-04-2022 20:20:45,16.5,97.0
13-04-2022 20:21:15,16.5,97.0
13-04-2022 20:21:46,16.5,97.0
13-04-2022 20:22:16,16.5,97.0
13-04-2022 20:22:47,16.5,97.0
13-04-2022 20:23:17,16.5,97.0
13-04-2022 20:23:47,16.5,97.0
13-04-2022 20:24:18,16.5,97.0
13-04-2022 20:24:48,16.5,97.0
13-04-2022 20:25:19,16.5,97.0
13-04-2022 20:25:49,16.5,97.0
13-04-2022 20:26:20,16.5,97.0
13-04-2022 20:26:50,16.5,97.0
13-04-2022 20:27:21,16.5,97.0
13-04-2022 20:27:51,16.5,97.0
13-04-2022 20:28:21,16.5,97.0
13-04-2022 20:28:52,16.5,97.0
13-04-2022 20:29:22,16.5,97.0
13-04-2022 20:29:53,16.5,97.0
13-04-2022 20:30:23,16.5,97.0
13-04-2022 20:30:54,16.5,97.0
13-04-2022 20:31:24,16.5,97.0
13-04-2022 20:31:55,16.5,97.0
13-04-2022 20:32:25,16.5,97.0
13-04-2022 20:32:55,16.5,97.0
13-04-2022 20:33:26,16.5,97.0
13-04-2022 20:33:56,16.5,97.0
13-04-2022 20:34:27,16.5,97.0
13-04-2022 20:34:57,16.3,96.0
13-04-2022 20:35:28,16.3,96.0
13-04-2022 20:35:58,16.3,96.0
13-04-2022 20:36:29,16.3,96.0
13-04-2022 20:36:59,16.3,96.0
13-04-2022 20:37:30,16.3,96.0
13-04-2022 20:38:00,16.3,96.0
13-04-2022 20:38:30,16.3,96.0
13-04-2022 20:39:01,16.3,96.0
13-04-2022 20:39:31,16.3,96.0
13-04-2022 20:40:02,16.3,96.0
13-04-2022 20:40:32,16.3,96.0
13-04-2022 20:41:03,16.3,96.0
13-04-2022 20:41:33,16.3,96.0
13-04-2022 20:42:04,16.3,96.0
13-04-2022 20:42:34,16.3,96.0
13-04-2022 20:43:05,16.3,96.0
13-04-2022 20:43:35,16.3,96.0
13-04-2022 20:44:06,16.3,96.0
13-04-2022 20:44:36,16.3,96.0
13-04-2022 20:45:07,16.3,96.0
13-04-2022 20:45:37,16.3,96.0
13-04-2022 20:46:08,16.3,96.0
13-04-2022 20:46:38,16.3,96.0
13-04-2022 20:47:09,16.3,96.0
13-04-2022 20:47:39,16.3,96.0
13-04-2022 20:48:10,16.3,96.0
13-04-2022 20:48:40,16.3,96.0
13-04-2022 20:49:11,16.3,96.0
13-04-2022 20:49:41,16.3,96.0
13-04-2022 20:50:12,16.3,96.0
13-04-2022 20:50:42,16.3,96.0
13-04-2022 20:51:13,16.3,96.0
13-04-2022 20:51:43,16.3,96.0
13-04-2022 20:52:14,16.3,96.0
13-04-2022 20:52:44,16.3,96.0
13-04-2022 20:53:15,16.3,96.0
13-04-2022 20:53:45,16.3,96.0
13-04-2022 20:54:16,16.3,96.0
13-04-2022 20:54:46,16.3,96.0
13-04-2022 20:55:17,16.3,96.0
13-04-2022 20:55:47,16.3,96.0
13-04-2022 20:56:18,16.3,96.0
13-04-2022 20:56:48,16.3,96.0
13-04-2022 20:57:19,16.3,96.0
13-04-2022 20:57:49,16.3,96.0
13-04-2022 20:58:19,16.3,96.0
13-04-2022 20:58:50,16.3,96.0
13-04-2022 20:59:20,16.3,96.0
13-04-2022 20:59:51,16.3,96.0
13-04-2022 21:00:21,16.3,96.0
13-04-2022 21:00:52,16.3,96.0
13-04-2022 21:01:22,16.3,96.0
13-04-2022 21:01:53,16.3,96.0
13-04-2022 21:02:23,16.3,96.0
13-04-2022 21:02:54,16.3,96.0
13-04-2022 21:03:24,16.3,96.0
13-04-2022 21:03:55,16.3,96.0
13-04-2022 21:04:25,16.3,96.0
13-04-2022 21:04:55,16.3,96.0
13-04-2022 21:05:26,16.3,96.0
13-04-2022 21:05:57,16.3,96.0
13-04-2022 21:06:27,16.3,96.0
13-04-2022 21:06:58,16.3,96.0
13-04-2022 21:07:28,16.3,96.0
13-04-2022 21:07:58,16.3,96.0
13-04-2022 21:08:29,16.3,96.0
13-04-2022 21:08:59,16.3,96.0
13-04-2022 21:09:30,16.3,96.0
13-04-2022 21:10:00,16.3,96.0
13-04-2022 21:10:31,16.3,96.0
13-04-2022 21:11:01,16.3,96.0
13-04-2022 21:11:32,16.3,96.0
13-04-2022 21:12:02,16.3,96.0
13-04-2022 21:12:33,16.3,96.0
13-04-2022 21:13:03,16.3,96.0
13-04-2022 21:13:34,16.3,96.0
13-04-2022 21:14:04,16.3,96.0
13-04-2022 21:14:35,16.3,96.0
13-04-2022 21:15:05,16.3,96.0
13-04-2022 21:15:35,16.3,96.0
13-04-2022 21:16:06,16.3,96.0
13-04-2022 21:16:36,16.3,96.0
13-04-2022 21:17:07,16.3,96.0
13-04-2022 21:17:37,16.3,96.0
13-04-2022 21:18:08,16.3,96.0
13-04-2022 21:18:38,16.3,96.0
13-04-2022 21:19:09,16.3,96.0
13-04-2022 21:19:39,16.3,96.0
13-04-2022 21:20:10,16.3,96.0
13-04-2022 21:20:40,16.3,96.0
13-04-2022 21:21:11,16.3,96.0
13-04-2022 21:21:41,16.3,96.0
13-04-2022 21:22:12,16.3,96.0
13-04-2022 21:22:42,16.3,96.0
13-04-2022 21:23:13,16.3,96.0
13-04-2022 21:23:43,16.3,96.0
13-04-2022 21:24:14,16.3,96.0
